DATA;Row Heading;Column Heading
459;наименование параметра | внутренний диаметр, мм;нижний обтюратор
458;наименование параметра | внутренний диаметр, мм;нижний обтюратор
535;наименование параметра | наружный диаметр, мм;нижний обтюратор
99;наименование параметра | высота, мм;нижний обтюратор
98,9;наименование параметра | высота, мм;нижний обтюратор
32;наименование параметра | b1, мм;нижний обтюратор
34;наименование параметра | b2, мм;нижний обтюратор
29 град. 55 мин.;наименование параметра | угол наклона уплот. поверхности к оси соединения;нижний обтюратор
30 град. 05 мин.;наименование параметра | угол наклона уплот. поверхности к оси соединения;нижний обтюратор
0,5;наименование параметра | шороховатость уплот.поверхности, мкм;нижний обтюратор
0,5;наименование параметра | шороховатость уплот.поверхности, мкм;нижний обтюратор
