DATA;Row Heading;Column Heading
3,7;наименование элемента | стенка | 0 пояс;sф, мм
2,77;наименование элемента | стенка | 0 пояс;sр, мм
2,77;наименование элемента | стенка | 0 пояс;sо, мм
3,7;наименование элемента | стенка | 1 пояс;sф, мм
2,63;наименование элемента | стенка | 1 пояс;sр, мм
2,63;наименование элемента | стенка | 1 пояс;sо, мм
3,7;наименование элемента | стенка | 2 пояс;sф, мм
1,98;наименование элемента | стенка | 2 пояс;sр, мм
2;наименование элемента | стенка | 2 пояс;sо, мм
3,6;наименование элемента | стенка | 3 пояс;sф, мм
1,52;наименование элемента | стенка | 3 пояс;sр, мм
2;наименование элемента | стенка | 3 пояс;sо, мм
3,7;наименование элемента | стенка | 4 пояс;sф, мм
1,05;наименование элемента | стенка | 4 пояс;sр, мм
2;наименование элемента | стенка | 4 пояс;sо, мм
3,7;наименование элемента | стенка | 5 пояс;sф, мм
0,6;наименование элемента | стенка | 5 пояс;sр, мм
2;наименование элемента | стенка | 5 пояс;sо, мм
3,7;наименование элемента | стенка | 6 пояс;sф, мм
0,13;наименование элемента | стенка | 6 пояс;sр, мм
2;наименование элемента | стенка | 6 пояс;sо, мм
4,1;наименование элемента | днище | центральные листы;sф, мм
-;наименование элемента | днище | центральные листы;sр, мм
5;наименование элемента | днище | центральные листы;sо, мм
5,3;наименование элемента | днище | окрайка;sф, мм
-;наименование элемента | днище | окрайка;sр, мм
6;наименование элемента | днище | окрайка;sо, мм
2,6;наименование элемента | настил крыши | ;sф, мм
-;наименование элемента | настил крыши | ;sр, мм
3;наименование элемента | настил крыши | ;sо, мм
