DATA;Row Heading;Column Heading
5,7;№ листа № точки | 1;1.1
5,6;№ листа № точки | 1;1.2
5,6;№ листа № точки | 1;1.3
4,5;№ листа № точки | 1;2.1
5,3;№ листа № точки | 1;2.2
5,7;№ листа № точки | 1;2.3
5,3;№ листа № точки | 1;3.1
5,3;№ листа № точки | 1;3.2
4,2;№ листа № точки | 1;4.1
5,3;№ листа № точки | 1;4.2
4,2;№ листа № точки | 1;4.3
5,3;№ листа № точки | 1;5.1
5,3;№ листа № точки | 1;5.2
5,3;№ листа № точки | 1;6.1
5,3;№ листа № точки | 1;6.2
5,3;№ листа № точки | 1;6.3
5,3;№ листа № точки | 1;7.1
4,2;№ листа № точки | 1;7.2
4,2;№ листа № точки | 1;7.3
5,3;№ листа № точки | 1;7.4
5,7;№ листа № точки | 2;1.1
5,5;№ листа № точки | 2;1.2
5,5;№ листа № точки | 2;1.3
4,6;№ листа № точки | 2;2.1
5,4;№ листа № точки | 2;2.2
5,8;№ листа № точки | 2;2.3
5,4;№ листа № точки | 2;3.1
5,4;№ листа № точки | 2;3.2
4,2;№ листа № точки | 2;4.1
5,4;№ листа № точки | 2;4.2
4,2;№ листа № точки | 2;4.3
5,4;№ листа № точки | 2;5.1
5,4;№ листа № точки | 2;5.2
5,4;№ листа № точки | 2;6.1
5,4;№ листа № точки | 2;6.2
5,4;№ листа № точки | 2;6.3
5,4;№ листа № точки | 2;7.1
4,2;№ листа № точки | 2;7.2
4,2;№ листа № точки | 2;7.3
5,4;№ листа № точки | 2;7.4
5,7;№ листа № точки | 3;1.1
5,6;№ листа № точки | 3;1.2
5,6;№ листа № точки | 3;1.3
4,7;№ листа № точки | 3;2.1
5,5;№ листа № точки | 3;2.2
5,8;№ листа № точки | 3;2.3
5,3;№ листа № точки | 3;3.1
5,3;№ листа № точки | 3;3.2
4,2;№ листа № точки | 3;4.1
5,3;№ листа № точки | 3;4.2
4,2;№ листа № точки | 3;4.3
5,3;№ листа № точки | 3;5.1
5,3;№ листа № точки | 3;5.2
5,3;№ листа № точки | 3;6.1
5,3;№ листа № точки | 3;6.2
5,3;№ листа № точки | 3;6.3
5,3;№ листа № точки | 3;7.1
4,2;№ листа № точки | 3;7.2
4,2;№ листа № точки | 3;7.3
5,3;№ листа № точки | 3;7.4
