DATA;Row Heading;Column Heading
вход масла;обозначение по чертежу | а;назначение
1;обозначение по чертежу | а;кол., шт.
65;обозначение по чертежу | а;условный переход, мм
1,0;обозначение по чертежу | а;условное давление, мпа
выход масла;обозначение по чертежу | б;назначение
1;обозначение по чертежу | б;кол., шт.
65;обозначение по чертежу | б;условный переход, мм
1,0;обозначение по чертежу | б;условное давление, мпа
вход воды;обозначение по чертежу | в;назначение
1;обозначение по чертежу | в;кол., шт.
40;обозначение по чертежу | в;условный переход, мм
0,6;обозначение по чертежу | в;условное давление, мпа
выход воды;обозначение по чертежу | г;назначение
1;обозначение по чертежу | г;кол., шт.
40;обозначение по чертежу | г;условный переход, мм
0,6;обозначение по чертежу | г;условное давление, мпа
слив;обозначение по чертежу | д;назначение
1;обозначение по чертежу | д;кол., шт.
10;обозначение по чертежу | д;условный переход, мм
0,6;обозначение по чертежу | д;условное давление, мпа
обечайка камеры межтрубного пространства;обозначение по чертежу | а;место установки
обечайка камеры межтрубного пространства;обозначение по чертежу | б;место установки
сталь 200;обозначение по чертежу | а;материал | марка
сталь 200;обозначение по чертежу | б;материал | марка
сталь 200;обозначение по чертежу | в;материал | марка
сталь 200;обозначение по чертежу | г;материал | марка
сталь 200;обозначение по чертежу | д;материал | марка
гост 8731;обозначение по чертежу | а;материал | гост или ту
гост 8731;обозначение по чертежу | б;материал | гост или ту
гост 8731;обозначение по чертежу | в;материал | гост или ту
гост 8731;обозначение по чертежу | г;материал | гост или ту
гост 8731;обозначение по чертежу | д;материал | гост или ту
обечайка камеры трубного пространства;обозначение по чертежу | в;место установки
обечайка камеры трубного пространства;обозначение по чертежу | г;место установки
обечайка камеры трубного пространства;обозначение по чертежу | д;место установки
