DATA;Row Heading;Column Heading
вход газа;обозначение | а;назначение
1;обозначение | а;кол., шт.
90;обозначение | а;условный переход, мм
32;обозначение | а;условное давление, мпа
крышка нижняя;обозначение | а;место установки
-;обозначение | а;материал | марка
-;обозначение | а;материал | гост или ту
выход газа;обозначение | б;назначение
1;обозначение | б;кол., шт.
90;обозначение | б;условный переход, мм
32;обозначение | б;условное давление, мпа
крышка верхняя;обозначение | б;место установки
-;обозначение | б;материал | марка
-;обозначение | б;материал | гост или ту
под уровнемер;обозначение | в;назначение
2;обозначение | в;кол., шт.
15;обозначение | в;условный переход, мм
32;обозначение | в;условное давление, мпа
корпус;обозначение | в;место установки
-;обозначение | в;материал | марка
-;обозначение | в;материал | гост или ту
выход конденсата;обозначение | г;назначение
1;обозначение | г;кол., шт.
40;обозначение | г;условный переход, мм
32;обозначение | г;условное давление, мпа
корпус;обозначение | г;место установки
-;обозначение | г;материал | марка
-;обозначение | г;материал | гост или ту
