DATA;Row Heading;Column Heading
8;рабочие параметры | давление рабочее межтрубное;значение
кгс/см3;рабочие параметры | давление рабочее межтрубное;ед.измерения
5;рабочие параметры | давление рабочее трубное;значение
кгс/см3;рабочие параметры | давление рабочее трубное;ед.измерения
10;рабочие параметры | давление пробное межтрубное;значение
кгс/см3;рабочие параметры | давление пробное межтрубное;ед.измерения
6,3;рабочие параметры | давление пробное трубное;значение
кгс/см3;рабочие параметры | давление пробное трубное;ед.измерения
45;рабочие параметры | темепература рабочкая межтрубная;значение
с;рабочие параметры | темепература рабочкая межтрубная;ед.измерения
50;рабочие параметры | темепература рабочкая трубная;значение
с;рабочие параметры | темепература рабочкая трубная;ед.измерения
