DATA;Row Heading;Column Heading
маслоотделитель продувочных газов;№, п.п. | 1;наименование
396;№, п.п. | 1;рег.№
емкость продувочная;№, п.п. | 2;наименование
397;№, п.п. | 2;рег.№
буферная емкость;№, п.п. | 3;наименование
398;№, п.п. | 3;рег.№
холодильник i ступени;№, п.п. | 4;наименование
399;№, п.п. | 4;рег.№
маслоотделитель i ступени;№, п.п. | 5;наименование
400;№, п.п. | 5;рег.№
буферная емкость ii ступени;№, п.п. | 6;наименование
401;№, п.п. | 6;рег.№
холодильник ii ступени;№, п.п. | 7;наименование
402;№, п.п. | 7;рег.№
маслоотделитель ii ступени;№, п.п. | 8;наименование
403;№, п.п. | 8;рег.№
холодильник уравнительной ступени;№, п.п. | 9;наименование
404;№, п.п. | 9;рег.№
буферный баллон iii ступени;№, п.п. | 10;наименование
405;№, п.п. | 10;рег.№
холодильник iii ступени;№, п.п. | 11;наименование
406;№, п.п. | 11;рег.№
маслоотделитель iii ступени;№, п.п. | 12;наименование
407;№, п.п. | 12;рег.№
буферный баллон iv ступени;№, п.п. | 13;наименование
408;№, п.п. | 13;рег.№
холодильник iv ступени;№, п.п. | 14;наименование
409;№, п.п. | 14;рег.№
маслоотделитель iv ступени;№, п.п. | 15;наименование
410;№, п.п. | 15;рег.№
холодильник масла;№, п.п. | 16;наименование
411;№, п.п. | 16;рег.№
