DATA;Row Heading;Column Heading
днище распредкамеры;n | 1;наименование
12;n | 1;точки измерений | а
12;n | 1;точки измерений | в
12;n | 1;точки измерений | с
12;n | 1;точки измерений | d
12;n | 1;точки измерений | e
обечака распредкамеры;n | 2;наименование
12,4;n | 2;точки измерений | а
12;n | 2;точки измерений | в
12;n | 2;точки измерений | с
12;n | 2;точки измерений | d
-;n | 2;точки измерений | e
обечака распредкамеры;n | 3;наименование
20,2;n | 3;точки измерений | а
20;n | 3;точки измерений | в
20;n | 3;точки измерений | с
20;n | 3;точки измерений | d
-;n | 3;точки измерений | e
обечайка горловины;n | 4;наименование
25,6;n | 4;точки измерений | а
26;n | 4;точки измерений | в
26;n | 4;точки измерений | с
26;n | 4;точки измерений | d
-;n | 4;точки измерений | e
обечайка горловины;n | 5;наименование
32;n | 5;точки измерений | а
32;n | 5;точки измерений | в
32;n | 5;точки измерений | с
32;n | 5;точки измерений | d
-;n | 5;точки измерений | e
обечайка коническая;n | 6;наименование
33;n | 6;точки измерений | а
33;n | 6;точки измерений | в
33;n | 6;точки измерений | с
33;n | 6;точки измерений | d
-;n | 6;точки измерений | e
обечайка коническая;n | 7;наименование
33;n | 7;точки измерений | а
33;n | 7;точки измерений | в
33;n | 7;точки измерений | с
33;n | 7;точки измерений | d
-;n | 7;точки измерений | e
обечайка коническая;n | 8;наименование
32;n | 8;точки измерений | а
33;n | 8;точки измерений | в
33;n | 8;точки измерений | с
33;n | 8;точки измерений | d
-;n | 8;точки измерений | e
обечайка корпуса концевая;n | 9;наименование
25;n | 9;точки измерений | а
33;n | 9;точки измерений | в
25;n | 9;точки измерений | с
25;n | 9;точки измерений | d
-;n | 9;точки измерений | e
обечайка корпуса концевая;n | 10;наименование
24;n | 10;точки измерений | а
25;n | 10;точки измерений | в
25;n | 10;точки измерений | с
25;n | 10;точки измерений | d
-;n | 10;точки измерений | e
обечайка корпуса;n | 11;наименование
26;n | 11;точки измерений | а
25;n | 11;точки измерений | в
26;n | 11;точки измерений | с
25;n | 11;точки измерений | d
-;n | 11;точки измерений | e
обечайка корпуса;n | 12;наименование
26;n | 12;точки измерений | а
26;n | 12;точки измерений | в
26;n | 12;точки измерений | с
26;n | 12;точки измерений | d
-;n | 12;точки измерений | e
обечайка корпуса;n | 13;наименование
26;n | 13;точки измерений | а
26;n | 13;точки измерений | в
26;n | 13;точки измерений | с
26;n | 13;точки измерений | d
-;n | 13;точки измерений | e
обечайка корпуса;n | 14;наименование
25;n | 14;точки измерений | а
26;n | 14;точки измерений | в
25;n | 14;точки измерений | с
26;n | 14;точки измерений | d
-;n | 14;точки измерений | e
обечайка корпуса;n | 15;наименование
24;n | 15;точки измерений | а
25;n | 15;точки измерений | в
25;n | 15;точки измерений | с
25;n | 15;точки измерений | d
-;n | 15;точки измерений | e
обечайка корпуса;n | 16;наименование
24;n | 16;точки измерений | а
25;n | 16;точки измерений | в
25;n | 16;точки измерений | с
25;n | 16;точки измерений | d
-;n | 16;точки измерений | e
обечайка корпуса;n | 17;наименование
24;n | 17;точки измерений | а
25;n | 17;точки измерений | в
25;n | 17;точки измерений | с
25;n | 17;точки измерений | d
-;n | 17;точки измерений | e
обечайка корпуса;n | 18;наименование
24;n | 18;точки измерений | а
25;n | 18;точки измерений | в
25;n | 18;точки измерений | с
25;n | 18;точки измерений | d
-;n | 18;точки измерений | e
обечайка корпуса;n | 19;наименование
23;n | 19;точки измерений | а
25;n | 19;точки измерений | в
25;n | 19;точки измерений | с
26;n | 19;точки измерений | d
-;n | 19;точки измерений | e
обечайка корпуса;n | 20;наименование
24;n | 20;точки измерений | а
25;n | 20;точки измерений | в
26;n | 20;точки измерений | с
25;n | 20;точки измерений | d
-;n | 20;точки измерений | e
обечайка корпуса;n | 21;наименование
25;n | 21;точки измерений | а
24;n | 21;точки измерений | в
25;n | 21;точки измерений | с
26;n | 21;точки измерений | d
-;n | 21;точки измерений | e
днище корпуса;n | 22;наименование
25;n | 22;точки измерений | а
23;n | 22;точки измерений | в
25;n | 22;точки измерений | с
25;n | 22;точки измерений | d
24;n | 22;точки измерений | e
патурбок dy150;n | п1;наименование
15;n | п1;точки измерений | а
15;n | п1;точки измерений | в
15;n | п1;точки измерений | с
15;n | п1;точки измерений | d
-;n | п1;точки измерений | e
патурбок dy150 сечение 1;n | п2;наименование
30;n | п2;точки измерений | а
30;n | п2;точки измерений | в
30;n | п2;точки измерений | с
30;n | п2;точки измерений | d
-;n | п2;точки измерений | e
патурбок dy150 сечение 1;n | п3;наименование
31;n | п3;точки измерений | а
32;n | п3;точки измерений | в
32;n | п3;точки измерений | с
32;n | п3;точки измерений | d
-;n | п3;точки измерений | e
патурбок dy50;n | п4;наименование
4;n | п4;точки измерений | а
5;n | п4;точки измерений | в
4;n | п4;точки измерений | с
4;n | п4;точки измерений | d
-;n | п4;точки измерений | e
патурбок dy50;n | п5;наименование
11;n | п5;точки измерений | а
11;n | п5;точки измерений | в
11;n | п5;точки измерений | с
11;n | п5;точки измерений | d
-;n | п5;точки измерений | e
патурбок dy100;n | п6;наименование
6;n | п6;точки измерений | а
6;n | п6;точки измерений | в
6;n | п6;точки измерений | с
6;n | п6;точки измерений | d
-;n | п6;точки измерений | e
