DATA;Row Heading;Column Heading
10;объем рез. м.куб. | менее 700;при пустом резервуаре | смежных точек через 6 м по периметру
25;объем рез. м.куб. | менее 700;при пустом резервуаре | люб.друг.точек
20;объем рез. м.куб. | менее 700;при заполненном резервуаре | смежных точек через 6 м по периметру
40;объем рез. м.куб. | менее 700;при заполненном резервуаре | люб.друг.точек
15;объем рез. м.куб. | 700-1000;при пустом резервуаре | смежных точек через 6 м по периметру
40;объем рез. м.куб. | 700-1000;при пустом резервуаре | люб.друг.точек
30;объем рез. м.куб. | 700-1000;при заполненном резервуаре | смежных точек через 6 м по периметру
60;объем рез. м.куб. | 700-1000;при заполненном резервуаре | люб.друг.точек
20;объем рез. м.куб. | 2000-5000;при пустом резервуаре | смежных точек через 6 м по периметру
50;объем рез. м.куб. | 2000-5000;при пустом резервуаре | люб.друг.точек
40;объем рез. м.куб. | 2000-5000;при заполненном резервуаре | смежных точек через 6 м по периметру
80;объем рез. м.куб. | 2000-5000;при заполненном резервуаре | люб.друг.точек
15;объем рез. м.куб. | 10000-20000;при пустом резервуаре | смежных точек через 6 м по периметру
45;объем рез. м.куб. | 10000-20000;при пустом резервуаре | люб.друг.точек
35;объем рез. м.куб. | 10000-20000;при заполненном резервуаре | смежных точек через 6 м по периметру
75;объем рез. м.куб. | 10000-20000;при заполненном резервуаре | люб.друг.точек
30;объем рез. м.куб. | 20000-50000;при пустом резервуаре | смежных точек через 6 м по периметру
60;объем рез. м.куб. | 20000-50000;при пустом резервуаре | люб.друг.точек
50;объем рез. м.куб. | 20000-50000;при заполненном резервуаре | смежных точек через 6 м по периметру
100;объем рез. м.куб. | 20000-50000;при заполненном резервуаре | люб.друг.точек
