DATA;Row Heading;Column Heading
3;конструктивный элемент | обечайка корпуса (межтр.пр.);p, мпа
1600;конструктивный элемент | обечайка корпуса (межтр.пр.);d, мм
24;конструктивный элемент | обечайка корпуса (межтр.пр.);sф, мм
0,1;конструктивный элемент | обечайка корпуса (межтр.пр.);а, мм.год
1;конструктивный элемент | обечайка корпуса (межтр.пр.);с, мм
165;конструктивный элемент | обечайка корпуса (межтр.пр.);[сигма], мпа
4;конструктивный элемент | обечайка корпуса (межтр.пр.);[p], мпа
1;конструктивный элемент | обечайка распределительной камеры (тр.пр.);p, мпа
900;конструктивный элемент | обечайка распределительной камеры (тр.пр.);d, мм
20;конструктивный элемент | обечайка распределительной камеры (тр.пр.);sф, мм
0,1;конструктивный элемент | обечайка распределительной камеры (тр.пр.);а, мм.год
1;конструктивный элемент | обечайка распределительной камеры (тр.пр.);с, мм
162;конструктивный элемент | обечайка распределительной камеры (тр.пр.);[сигма], мпа
6;конструктивный элемент | обечайка распределительной камеры (тр.пр.);[p], мпа
3;конструктивный элемент | обечайка горловины (межтр.пр.);p, мпа
900;конструктивный элемент | обечайка горловины (межтр.пр.);d, мм
26;конструктивный элемент | обечайка горловины (межтр.пр.);sф, мм
0,1;конструктивный элемент | обечайка горловины (межтр.пр.);а, мм.год
1;конструктивный элемент | обечайка горловины (межтр.пр.);с, мм
165;конструктивный элемент | обечайка горловины (межтр.пр.);[сигма], мпа
7;конструктивный элемент | обечайка горловины (межтр.пр.);[p], мпа
