DATA;Row Heading;Column Heading
24;конструктивный элемент | обечайка корпуса (межтр.пр.);толщина стенки, мм
-0,1;конструктивный элемент | обечайка корпуса (межтр.пр.);погрешность, мм
24;конструктивный элемент | обечайка корпуса (межтр.пр.);sф, мм
20;конструктивный элемент | обечайка распределительной камеры (тр.пр.);толщина стенки, мм
-0,1;конструктивный элемент | обечайка распределительной камеры (тр.пр.);погрешность, мм
20;конструктивный элемент | обечайка распределительной камеры (тр.пр.);sф, мм
33;конструктивный элемент | обечайка кососимметричная (межтр.пр.);толщина стенки, мм
-0,1;конструктивный элемент | обечайка кососимметричная (межтр.пр.);погрешность, мм
33;конструктивный элемент | обечайка кососимметричная (межтр.пр.);sф, мм
26;конструктивный элемент | обечайка горловины (межтр.пр.);толщина стенки, мм
-0,1;конструктивный элемент | обечайка горловины (межтр.пр.);погрешность, мм
32;конструктивный элемент | обечайка горловины (межтр.пр.);sф, мм
24;конструктивный элемент | днище эллиптическое (межтр.пр.);толщина стенки, мм
-0,1;конструктивный элемент | днище эллиптическое (межтр.пр.);погрешность, мм
24;конструктивный элемент | днище эллиптическое (межтр.пр.);sф, мм
12;конструктивный элемент | днище эллиптическое  (тр.пр.);толщина стенки, мм
-0,1;конструктивный элемент | днище эллиптическое  (тр.пр.);погрешность, мм
12;конструктивный элемент | днище эллиптическое  (тр.пр.);sф, мм
