DATA;Row Heading;Column Heading
г. ух, квартал тсп-1, квартал тсп-2;наименование характеристики, единица измерения | местонахождение (адрес) опо;значение
i;наименование характеристики, единица измерения | класс опасности опо;значение
теплообменник (корпус);наименование характеристики, единица измерения | наименование объекта экспертизы;значение
33;наименование характеристики, единица измерения | регистрационный номер;значение
108/34;наименование характеристики, единица измерения | заводской номер;значение
германия (особые поставки);наименование характеристики, единица измерения | завод изготовитель;значение
1942;наименование характеристики, единица измерения | год изготовления;значение
1962;наименование характеристики, единица измерения | год ввода в эксплуатацию;значение
для нагрева газосырьевой смеси отходящей газопродуктовой смесью;наименование характеристики, единица измерения | назначение;значение
теплообменное;наименование характеристики, единица измерения | тип оборудования;значение
вертикальный кованный с трубным пучком;наименование характеристики, единица измерения | конструктивный тип;значение
на открытой площадке;наименование характеристики, единица измерения | место установки;значение
не типлоизолирован;наименование характеристики, единица измерения | теплоизоляция;значение
5;наименование характеристики, единица измерения | объем, м3;значение
газосырьевая смесь 1;наименование характеристики, единица измерения | рабочая среда | блок 131;значение
газосырьевая смесь 2;наименование характеристики, единица измерения | рабочая среда | блок 140;значение
газосырьевая смесь 3;наименование характеристики, единица измерения | рабочая среда | блок 150;значение
32;наименование характеристики, единица измерения | рабочее давление (регламетное), мпа;значение
32;наименование характеристики, единица измерения | разрешенное давление, мпа;значение
32;наименование характеристики, единица измерения | расчетное давление, мпа;значение
48;наименование характеристики, единица измерения | пробное давление гидроиспытания, мпа;значение
300;наименование характеристики, единица измерения | температура рабочей среды мтр. пр-ва, с;значение
270;наименование характеристики, единица измерения | температура стенки корпуса, с;значение
300;наименование характеристики, единица измерения | расчетная температура стенки, с;значение
1;наименование характеристики, единица измерения | группа аппарата (по пб 03-584-03);значение
"немецкие стали 24crmo10 (аналог сталь 22х3м); h10 (аналог сталь 20х3мвф); крепеж: аналог сталь 25х1мф, 30хм, сталь типа хг";наименование характеристики, единица измерения | основной конструкционный материал;значение
600;наименование характеристики, единица измерения | диаметр внутренний, мм;значение
20280;наименование характеристики, единица измерения | высота, мм;значение
