DATA;Row Heading;Column Heading
600;наименование элемента | обечайка корпуса;размеры, мм | диаметр внутренний
63;наименование элемента | обечайка корпуса;размеры, мм | толщина стенки
18000;наименование элемента | обечайка корпуса;размеры, мм | длина (высота)
1090;наименование элемента | верхний разъем | фланец резьбовой;размеры, мм | диаметр внутренний
-;наименование элемента | верхний разъем | фланец резьбовой;размеры, мм | толщина стенки
215;наименование элемента | верхний разъем | фланец резьбовой;размеры, мм | длина (высота)
1040;наименование элемента | верхний разъем | крышка;размеры, мм | диаметр внутренний
-;наименование элемента | верхний разъем | крышка;размеры, мм | толщина стенки
295;наименование элемента | верхний разъем | крышка;размеры, мм | длина (высота)
615;наименование элемента | верхний разъем | обтюратор;размеры, мм | диаметр внутренний
75;наименование элемента | верхний разъем | обтюратор;размеры, мм | толщина стенки
;наименование элемента | верхний разъем | обтюратор;размеры, мм | длина (высота)
-;наименование элемента | верхний разъем | шпилька;размеры, мм | толщина стенки
605;наименование элемента | верхний разъем | шпилька;размеры, мм | длина (высота)
-;наименование элемента | верхний разъем | гайка;размеры, мм | толщина стенки
-;наименование элемента | верхний разъем | гайка;размеры, мм | длина (высота)
хм;наименование элемента | верхний разъем | гайка;марка материала (гост, ту)
13;наименование элемента | верхний разъем | шайба;размеры, мм | диаметр внутренний
-;наименование элемента | верхний разъем | шайба;размеры, мм | толщина стенки
18;наименование элемента | верхний разъем | шайба;размеры, мм | длина (высота)
-;наименование элемента | верхний разъем | шайба;марка материала (гост, ту)
1090;наименование элемента | нижний разъем | фланец резьбовой;размеры, мм | диаметр внутренний
-;наименование элемента | нижний разъем | фланец резьбовой;размеры, мм | толщина стенки
215;наименование элемента | нижний разъем | фланец резьбовой;размеры, мм | длина (высота)
1040;наименование элемента | нижний разъем | крышка;размеры, мм | диаметр внутренний
-;наименование элемента | нижний разъем | крышка;размеры, мм | толщина стенки
295;наименование элемента | нижний разъем | крышка;размеры, мм | длина (высота)
615;наименование элемента | нижний разъем | обтюратор;размеры, мм | диаметр внутренний
75;наименование элемента | нижний разъем | обтюратор;размеры, мм | толщина стенки
;наименование элемента | нижний разъем | обтюратор;размеры, мм | длина (высота)
-;наименование элемента | нижний разъем | шпилька;размеры, мм | толщина стенки
605;наименование элемента | нижний разъем | шпилька;размеры, мм | длина (высота)
-;наименование элемента | нижний разъем | гайка;размеры, мм | толщина стенки
-;наименование элемента | нижний разъем | гайка;размеры, мм | длина (высота)
хм;наименование элемента | нижний разъем | гайка;марка материала (гост, ту)
13;наименование элемента | нижний разъем | шайба;размеры, мм | диаметр внутренний
-;наименование элемента | нижний разъем | шайба;размеры, мм | толщина стенки
18;наименование элемента | нижний разъем | шайба;размеры, мм | длина (высота)
-;наименование элемента | нижний разъем | шайба;марка материала (гост, ту)
1;наименование элемента | обечайка корпуса;кол.во., шт.
1;наименование элемента | верхний разъем | фланец резьбовой;кол.во., шт.
1;наименование элемента | верхний разъем | крышка;кол.во., шт.
1;наименование элемента | верхний разъем | обтюратор;кол.во., шт.
24crmo10;наименование элемента | обечайка корпуса;марка материала (гост, ту)
24crmo10;наименование элемента | верхний разъем | фланец резьбовой;марка материала (гост, ту)
24crmo10;наименование элемента | верхний разъем | крышка;марка материала (гост, ту)
н10;наименование элемента | верхний разъем | обтюратор;марка материала (гост, ту)
н10;наименование элемента | верхний разъем | шпилька;марка материала (гост, ту)
12;наименование элемента | верхний разъем | шпилька;кол.во., шт.
12;наименование элемента | верхний разъем | гайка;кол.во., шт.
12;наименование элемента | верхний разъем | шайба;кол.во., шт.
84х1,4'';наименование элемента | верхний разъем | шпилька;размеры, мм | диаметр внутренний
84х1,4'';наименование элемента | верхний разъем | гайка;размеры, мм | диаметр внутренний
1;наименование элемента | нижний разъем | фланец резьбовой;кол.во., шт.
1;наименование элемента | нижний разъем | крышка;кол.во., шт.
1;наименование элемента | нижний разъем | обтюратор;кол.во., шт.
24crmo10;наименование элемента | нижний разъем | фланец резьбовой;марка материала (гост, ту)
24crmo10;наименование элемента | нижний разъем | крышка;марка материала (гост, ту)
н10;наименование элемента | нижний разъем | обтюратор;марка материала (гост, ту)
н10;наименование элемента | нижний разъем | шпилька;марка материала (гост, ту)
12;наименование элемента | нижний разъем | шпилька;кол.во., шт.
12;наименование элемента | нижний разъем | гайка;кол.во., шт.
12;наименование элемента | нижний разъем | шайба;кол.во., шт.
84х1,4'';наименование элемента | нижний разъем | шпилька;размеры, мм | диаметр внутренний
84х1,4'';наименование элемента | нижний разъем | гайка;размеры, мм | диаметр внутренний
