DATA;Row Heading;Column Heading
8,1;конструктивный элемент | обечайка корпуса, диам. 408;sф, мм
1,13;конструктивный элемент | обечайка корпуса, диам. 408;sр, мм
3,5;конструктивный элемент | обечайка корпуса, диам. 408;sотб, мм
7,3;конструктивный элемент | обечайка корпуса, диам. 548;sф, мм
1,3;конструктивный элемент | обечайка корпуса, диам. 548;sр, мм
4;конструктивный элемент | обечайка корпуса, диам. 548;sотб, мм
9,7;конструктивный элемент | обечайка распределительной камеры;sф, мм
0,7;конструктивный элемент | обечайка распределительной камеры;sр, мм
3,5;конструктивный элемент | обечайка распределительной камеры;sотб, мм
25,8;конструктивный элемент | плоская крышка;sф, мм
11,39;конструктивный элемент | плоская крышка;sр, мм
11,4;конструктивный элемент | плоская крышка;sотб, мм
15,2;конструктивный элемент | плоское днище;sф, мм
11,15;конструктивный элемент | плоское днище;sр, мм
11,2;конструктивный элемент | плоское днище;sотб, мм
