DATA;Row Heading;Column Heading
1;наименование элемента | обечайка корпуса;кол. шт.
1600;наименование элемента | обечайка корпуса;размеры, мм | диаметр внутренний
24;наименование элемента | обечайка корпуса;размеры, мм | толщина стенки
4900;наименование элемента | обечайка корпуса;размеры, мм | длина (высота)
1;наименование элемента | днище корпуса;кол. шт.
1600;наименование элемента | днище корпуса;размеры, мм | диаметр внутренний
24;наименование элемента | днище корпуса;размеры, мм | толщина стенки
450;наименование элемента | днище корпуса;размеры, мм | длина (высота)
1;наименование элемента | обечайка корпуса концевая;кол. шт.
1600;наименование элемента | обечайка корпуса концевая;размеры, мм | диаметр внутренний
32;наименование элемента | обечайка корпуса концевая;размеры, мм | толщина стенки
400;наименование элемента | обечайка корпуса концевая;размеры, мм | длина (высота)
1;наименование элемента | обечайка коническая;кол. шт.
1600/900;наименование элемента | обечайка коническая;размеры, мм | диаметр внутренний
32;наименование элемента | обечайка коническая;размеры, мм | толщина стенки
1212;наименование элемента | обечайка коническая;размеры, мм | длина (высота)
1;наименование элемента | обечайка распредкамеры;кол. шт.
900;наименование элемента | обечайка распредкамеры;размеры, мм | диаметр внутренний
20;наименование элемента | обечайка распредкамеры;размеры, мм | толщина стенки
362;наименование элемента | обечайка распредкамеры;размеры, мм | длина (высота)
1;наименование элемента | фланец б900-4;кол. шт.
;наименование элемента | фланец б900-4;размеры, мм | диаметр внутренний
;наименование элемента | фланец б900-4;размеры, мм | толщина стенки
;наименование элемента | фланец б900-4;размеры, мм | длина (высота)
сталь 20;наименование элемента | фланец б900-4;материал | марка
1050;наименование элемента | фланец б900-4;материал | гост или ту
1;наименование элемента | днище распредкамеры;кол. шт.
900;наименование элемента | днище распредкамеры;размеры, мм | диаметр внутренний
10;наименование элемента | днище распредкамеры;размеры, мм | толщина стенки
250;наименование элемента | днище распредкамеры;размеры, мм | длина (высота)
16гс;наименование элемента | днище распредкамеры;материал | марка
5520-69;наименование элемента | днище распредкамеры;материал | гост или ту
1;наименование элемента | обечайка горловины;кол. шт.
900;наименование элемента | обечайка горловины;размеры, мм | диаметр внутренний
32;наименование элемента | обечайка горловины;размеры, мм | толщина стенки
200;наименование элемента | обечайка горловины;размеры, мм | длина (высота)
16гс;наименование элемента | обечайка горловины;материал | марка
5520-69;наименование элемента | обечайка горловины;материал | гост или ту
1;наименование элемента | фланец б900-4;кол. шт.
;наименование элемента | фланец б900-4;размеры, мм | диаметр внутренний
;наименование элемента | фланец б900-4;размеры, мм | толщина стенки
;наименование элемента | фланец б900-4;размеры, мм | длина (высота)
сталь 20;наименование элемента | фланец б900-4;материал | марка
1050;наименование элемента | фланец б900-4;материал | гост или ту
202;наименование элемента | пучок трубный | труба 25х2,5;кол. шт.
25;наименование элемента | пучок трубный | труба 25х2,5;размеры, мм | диаметр внутренний
2,5;наименование элемента | пучок трубный | труба 25х2,5;размеры, мм | толщина стенки
13349;наименование элемента | пучок трубный | труба 25х2,5;размеры, мм | длина (высота)
сталь 10;наименование элемента | пучок трубный | труба 25х2,5;материал | марка
1050-60;наименование элемента | пучок трубный | труба 25х2,5;материал | гост или ту
1;наименование элемента | пучок трубный | решетка трубная;кол. шт.
1002;наименование элемента | пучок трубный | решетка трубная;размеры, мм | диаметр внутренний
90;наименование элемента | пучок трубный | решетка трубная;размеры, мм | толщина стенки
;наименование элемента | пучок трубный | решетка трубная;размеры, мм | длина (высота)
16гс;наименование элемента | пучок трубный | решетка трубная;материал | марка
5520-69;наименование элемента | пучок трубный | решетка трубная;материал | гост или ту
16гс;наименование элемента | обечайка корпуса;материал | марка
16гс;наименование элемента | днище корпуса;материал | марка
16гс;наименование элемента | обечайка корпуса концевая;материал | марка
16гс;наименование элемента | обечайка коническая;материал | марка
16гс;наименование элемента | обечайка распредкамеры;материал | марка
5520-69;наименование элемента | обечайка корпуса;материал | гост или ту
5520-69;наименование элемента | днище корпуса;материал | гост или ту
5520-69;наименование элемента | обечайка корпуса концевая;материал | гост или ту
5520-69;наименование элемента | обечайка коническая;материал | гост или ту
5520-69;наименование элемента | обечайка распредкамеры;материал | гост или ту
