DATA;Row Heading;Column Heading
49900%;наименование параметра | внутренний диаметр, мм;нижнее разъемное соединение сепаратара наклонного
500;наименование параметра | внутренний диаметр, мм;нижнее разъемное соединение сепаратара наклонного
-;наименование параметра | типоразмер резьбы шпилек;допуст. размер
w94x1/4'';наименование параметра | типоразмер резьбы шпилек;нижнее разъемное соединение сепаратара наклонного
29 град 55 мин;наименование параметра | угол наклона уплот.поверхности к ости соединения;нижнее разъемное соединение сепаратара наклонного
30 град;наименование параметра | угол наклона уплот.поверхности к ости соединения;нижнее разъемное соединение сепаратара наклонного
0,5;наименование параметра | шороховатость уплот.поверхности;нижнее разъемное соединение сепаратара наклонного
0,5;наименование параметра | шороховатость уплот.поверхности;нижнее разъемное соединение сепаратара наклонного
100;наименование параметра | внутренний диаметр, мм;допуст. размер
100;наименование параметра | внутренний диаметр, мм;допуст. размер
-;наименование параметра | угол наклона уплот.поверхности к ости соединения;допуст. размер
-;наименование параметра | угол наклона уплот.поверхности к ости соединения;допуст. размер
-;наименование параметра | шороховатость уплот.поверхности;допуст. размер
-;наименование параметра | шороховатость уплот.поверхности;допуст. размер
