DATA;Row Heading;Column Heading
135;№ точки, ось | а;1
134,5;№ точки, ось | а;2
135;№ точки, ось | а;3
133,8;№ точки, ось | а;4
133,8;№ точки, ось | а;5
135;№ точки, ось | а;6
147,1;№ точки, ось | а;7
138;№ точки, ось | а;8
135,1;№ точки, ось | b;1
134;№ точки, ось | b;2
135,1;№ точки, ось | b;3
133,7;№ точки, ось | b;4
133,5;№ точки, ось | b;5
135;№ точки, ось | b;6
147,5;№ точки, ось | b;7
138,1;№ точки, ось | b;8
134;№ точки, ось | c;1
134,7;№ точки, ось | c;2
135;№ точки, ось | c;3
132,9;№ точки, ось | c;4
134,3;№ точки, ось | c;5
134;№ точки, ось | c;6
147;№ точки, ось | c;7
138,5;№ точки, ось | c;8
135;№ точки, ось | d;1
133,8;№ точки, ось | d;2
134,8;№ точки, ось | d;3
133,1;№ точки, ось | d;4
134;№ точки, ось | d;5
135;№ точки, ось | d;6
147,9;№ точки, ось | d;7
137,7;№ точки, ось | d;8
