DATA;Row Heading;Column Heading
приемо-раздаточные;обозначение по чертежу | а б;наименование
2;обозначение по чертежу | а б;кол., шт.
"80; 100";обозначение по чертежу | а б;условный переход, мм
стенка;обозначение по чертежу | а б;место установки
сталь 20;обозначение по чертежу | а б;материал | марка
гост 1050;обозначение по чертежу | а б;материал | гост или ту
люк-лаз;обозначение по чертежу | в;наименование
1;обозначение по чертежу | в;кол., шт.
500;обозначение по чертежу | в;условный переход, мм
стенка;обозначение по чертежу | в;место установки
ст3;обозначение по чертежу | в;материал | марка
гост 380;обозначение по чертежу | в;материал | гост или ту
запасной;обозначение по чертежу | г;наименование
1;обозначение по чертежу | г;кол., шт.
200;обозначение по чертежу | г;условный переход, мм
стенка;обозначение по чертежу | г;место установки
технологический;обозначение по чертежу | д;наименование
1;обозначение по чертежу | д;кол., шт.
20;обозначение по чертежу | д;условный переход, мм
стенка;обозначение по чертежу | д;место установки
технологический;обозначение по чертежу | е;наименование
1;обозначение по чертежу | е;кол., шт.
50;обозначение по чертежу | е;условный переход, мм
стенка;обозначение по чертежу | е;место установки
технологический;обозначение по чертежу | ж;наименование
1;обозначение по чертежу | ж;кол., шт.
250;обозначение по чертежу | ж;условный переход, мм
стенка;обозначение по чертежу | ж;место установки
люк световой;обозначение по чертежу | а1 б1;наименование
2;обозначение по чертежу | а1 б1;кол., шт.
500;обозначение по чертежу | а1 б1;условный переход, мм
крыша;обозначение по чертежу | а1 б1;место установки
ст3;обозначение по чертежу | а1 б1;материал | марка
гост 380;обозначение по чертежу | а1 б1;материал | гост или ту
люк замерный;обозначение по чертежу | г1;наименование
1;обозначение по чертежу | г1;кол., шт.
150;обозначение по чертежу | г1;условный переход, мм
крыша;обозначение по чертежу | г1;место установки
вентиляционный патрубок;обозначение по чертежу | в1;наименование
1;обозначение по чертежу | в1;кол., шт.
150;обозначение по чертежу | в1;условный переход, мм
крыша;обозначение по чертежу | в1;место установки
технологический;обозначение по чертежу | д1;наименование
1;обозначение по чертежу | д1;кол., шт.
150;обозначение по чертежу | д1;условный переход, мм
крыша;обозначение по чертежу | д1;место установки
1,6;обозначение по чертежу | а б;условное давление, мпа
1,6;обозначение по чертежу | в;условное давление, мпа
1,6;обозначение по чертежу | г;условное давление, мпа
1,6;обозначение по чертежу | д;условное давление, мпа
1,6;обозначение по чертежу | е;условное давление, мпа
1,6;обозначение по чертежу | ж;условное давление, мпа
1,6;обозначение по чертежу | а1 б1;условное давление, мпа
1,6;обозначение по чертежу | г1;условное давление, мпа
1,6;обозначение по чертежу | в1;условное давление, мпа
1,6;обозначение по чертежу | д1;условное давление, мпа
сталь 20;обозначение по чертежу | г;материал | марка
сталь 20;обозначение по чертежу | д;материал | марка
сталь 20;обозначение по чертежу | е;материал | марка
сталь 20;обозначение по чертежу | ж;материал | марка
гост 1050;обозначение по чертежу | г;материал | гост или ту
гост 1050;обозначение по чертежу | д;материал | гост или ту
гост 1050;обозначение по чертежу | е;материал | гост или ту
гост 1050;обозначение по чертежу | ж;материал | гост или ту
сталь 20;обозначение по чертежу | г1;материал | марка
сталь 20;обозначение по чертежу | в1;материал | марка
сталь 20;обозначение по чертежу | д1;материал | марка
гост 1050;обозначение по чертежу | г1;материал | гост или ту
гост 1050;обозначение по чертежу | в1;материал | гост или ту
гост 1050;обозначение по чертежу | д1;материал | гост или ту
