DATA;Row Heading;Column Heading
15,5;№ листа № точки | 1;а
-;№ листа № точки | 1;в
-;№ листа № точки | 1;с
-;№ листа № точки | 1;d
15,6;№ листа № точки | 2;а
15,3;№ листа № точки | 2;в
15,5;№ листа № точки | 2;с
15,3;№ листа № точки | 2;d
10,6;№ листа № точки | 3;а
10,1;№ листа № точки | 3;в
10;№ листа № точки | 3;с
10,1;№ листа № точки | 3;d
10,3;№ листа № точки | 4;а
8,5;№ листа № точки | 4;в
9,2;№ листа № точки | 4;с
9,5;№ листа № точки | 4;d
8,2;№ листа № точки | 5;а
8,5;№ листа № точки | 5;в
9;№ листа № точки | 5;с
8,8;№ листа № точки | 5;d
9;№ листа № точки | 6;а
8,5;№ листа № точки | 6;в
8,7;№ листа № точки | 6;с
8,9;№ листа № точки | 6;d
9;№ листа № точки | 7;а
8,8;№ листа № точки | 7;в
8,7;№ листа № точки | 7;с
9;№ листа № точки | 7;d
7,4;№ листа № точки | 8;а
7,9;№ листа № точки | 8;в
8,1;№ листа № точки | 8;с
7,7;№ листа № точки | 8;d
9,8;№ листа № точки | 9;а
10,3;№ листа № точки | 9;в
10;№ листа № точки | 9;с
9,8;№ листа № точки | 9;d
25,9;№ листа № точки | 10;а
26.0;№ листа № точки | 10;в
26,7;№ листа № точки | 10;с
26,3;№ листа № точки | 10;d
4;№ листа № точки | 11;а
-;№ листа № точки | 11;в
3,9;№ листа № точки | 11;с
-;№ листа № точки | 11;d
3,9;№ листа № точки | 12;а
-;№ листа № точки | 12;в
3.9;№ листа № точки | 12;с
-;№ листа № точки | 12;d
5,2;№ листа № точки | 13;а
-;№ листа № точки | 13;в
4,9;№ листа № точки | 13;с
-;№ листа № точки | 13;d
3,9;№ листа № точки | 14;а
-;№ листа № точки | 14;в
4,1;№ листа № точки | 14;с
-;№ листа № точки | 14;d
