DATA;Row Heading;Column Heading
1600;конструктивный элемент | днище эллиптическое (межтр.пр.);d, мм
3;конструктивный элемент | днище эллиптическое (межтр.пр.);p, мпа
165;конструктивный элемент | днище эллиптическое (межтр.пр.);сигма, мпа
24;конструктивный элемент | днище эллиптическое (межтр.пр.);s**, мм
18;конструктивный элемент | днище эллиптическое (межтр.пр.);sp, мм
18;конструктивный элемент | днище эллиптическое (межтр.пр.);s*, мм
24;конструктивный элемент | днище эллиптическое (межтр.пр.);sф, мм
900;конструктивный элемент | днище эллиптическое (тр.пр.);d, мм
1;конструктивный элемент | днище эллиптическое (тр.пр.);p, мпа
162;конструктивный элемент | днище эллиптическое (тр.пр.);сигма, мпа
10;конструктивный элемент | днище эллиптическое (тр.пр.);s**, мм
4;конструктивный элемент | днище эллиптическое (тр.пр.);sp, мм
4;конструктивный элемент | днище эллиптическое (тр.пр.);s*, мм
12;конструктивный элемент | днище эллиптическое (тр.пр.);sф, мм
