DATA;Row Heading;Column Heading
0;№№ поясов | 0;отклонения образующих стенки от вертикали | 1
0;№№ поясов | 0;отклонения образующих стенки от вертикали | 2
0;№№ поясов | 0;отклонения образующих стенки от вертикали | 3
0;№№ поясов | 0;отклонения образующих стенки от вертикали | 4
0;№№ поясов | 0;отклонения образующих стенки от вертикали | 5
0;№№ поясов | 0;отклонения образующих стенки от вертикали | 6
9;№№ поясов | 1;отклонения образующих стенки от вертикали | 1
-10;№№ поясов | 1;отклонения образующих стенки от вертикали | 2
-7;№№ поясов | 1;отклонения образующих стенки от вертикали | 3
5;№№ поясов | 1;отклонения образующих стенки от вертикали | 4
24;№№ поясов | 1;отклонения образующих стенки от вертикали | 5
20;№№ поясов | 1;отклонения образующих стенки от вертикали | 6
5;№№ поясов | 2;отклонения образующих стенки от вертикали | 1
-20;№№ поясов | 2;отклонения образующих стенки от вертикали | 2
2;№№ поясов | 2;отклонения образующих стенки от вертикали | 3
15;№№ поясов | 2;отклонения образующих стенки от вертикали | 4
30;№№ поясов | 2;отклонения образующих стенки от вертикали | 5
20;№№ поясов | 2;отклонения образующих стенки от вертикали | 6
5;№№ поясов | 3;отклонения образующих стенки от вертикали | 1
-32;№№ поясов | 3;отклонения образующих стенки от вертикали | 2
15;№№ поясов | 3;отклонения образующих стенки от вертикали | 3
15;№№ поясов | 3;отклонения образующих стенки от вертикали | 4
36;№№ поясов | 3;отклонения образующих стенки от вертикали | 5
14;№№ поясов | 3;отклонения образующих стенки от вертикали | 6
-5;№№ поясов | 4;отклонения образующих стенки от вертикали | 1
-37;№№ поясов | 4;отклонения образующих стенки от вертикали | 2
20;№№ поясов | 4;отклонения образующих стенки от вертикали | 3
25;№№ поясов | 4;отклонения образующих стенки от вертикали | 4
42;№№ поясов | 4;отклонения образующих стенки от вертикали | 5
9;№№ поясов | 4;отклонения образующих стенки от вертикали | 6
-12;№№ поясов | 5;отклонения образующих стенки от вертикали | 1
-42;№№ поясов | 5;отклонения образующих стенки от вертикали | 2
30;№№ поясов | 5;отклонения образующих стенки от вертикали | 3
30;№№ поясов | 5;отклонения образующих стенки от вертикали | 4
42;№№ поясов | 5;отклонения образующих стенки от вертикали | 5
6;№№ поясов | 5;отклонения образующих стенки от вертикали | 6
