DATA;Row Heading;Column Heading
3,3;давление, мпа | рабочее;проектные | межтрубное пространство
1,2;давление, мпа | рабочее;проектные | трубное пространство
3;давление, мпа | рабочее;фактические | межтрубное пространство
1,2;давление, мпа | рабочее;фактические | трубное пространство
3,3;давление, мпа | расчетное;проектные | межтрубное пространство
1,2;давление, мпа | расчетное;проектные | трубное пространство
3,3;давление, мпа | расчетное;фактические | межтрубное пространство
1,2;давление, мпа | расчетное;фактические | трубное пространство
;давление, мпа | разрешенное;проектные | межтрубное пространство
;давление, мпа | разрешенное;проектные | трубное пространство
3;давление, мпа | разрешенное;фактические | межтрубное пространство
1,2;давление, мпа | разрешенное;фактические | трубное пространство
5;давление, мпа | пробное гидроиспытания;проектные | межтрубное пространство
2;давление, мпа | пробное гидроиспытания;проектные | трубное пространство
4;давление, мпа | пробное гидроиспытания;фактические | межтрубное пространство
1,74;давление, мпа | пробное гидроиспытания;фактические | трубное пространство
;давление, мпа | настройка предохранительного клапана;проектные | межтрубное пространство
;давление, мпа | настройка предохранительного клапана;проектные | трубное пространство
3,1;давление, мпа | настройка предохранительного клапана;фактические | межтрубное пространство
;давление, мпа | настройка предохранительного клапана;фактические | трубное пространство
