DATA;Row Heading;Column Heading
р;наименование параметра | рабочее давление, мпа;обозначение
32;наименование параметра | рабочее давление, мпа;значение
рр;наименование параметра | расчетное давление, мпа;обозначение
32;наименование параметра | расчетное давление, мпа;значение
т;наименование параметра | рабочая температура среды, с;обозначение
45;наименование параметра | рабочая температура среды, с;значение
тр;наименование параметра | расчетная температура стенки, с;обозначение
50;наименование параметра | расчетная температура стенки, с;значение
циркуляционный газ;наименование параметра | рабочая среда;обозначение
циркуляционный газ;наименование параметра | рабочая среда;значение
