DATA;Row Heading;Column Heading
4;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;sотб, мм
31,6;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;sф, мм
0,43;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;а, мм/год
63;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;m2
33,6;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;tк, лет
10;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;sи, мм
3,3;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;sр, мм
4;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;sотб, мм
9,9;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;sф, мм
0,1;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;а, мм/год
59;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;m2
32,7;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;tк, лет
10;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;sи, мм
3,3;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;sр, мм
4;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;sотб, мм
9,9;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;sф, мм
0,1;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;а, мм/год
59;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;m2
32,7;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;tк, лет
10;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;sи, мм
3,3;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;sр, мм
4;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;sотб, мм
9,9;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;sф, мм
0,1;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;а, мм/год
59;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;m2
32,7;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;tк, лет
26;конструктивный элемент | днище корпуса межтурбного пространства;sи, мм
12,2;конструктивный элемент | днище корпуса межтурбного пространства;sр, мм
12,2;конструктивный элемент | днище корпуса межтурбного пространства;sотб, мм
24,9;конструктивный элемент | днище корпуса межтурбного пространства;sф, мм
0,12;конструктивный элемент | днище корпуса межтурбного пространства;а, мм/год
102,6;конструктивный элемент | днище корпуса межтурбного пространства;m2
37;конструктивный элемент | днище корпуса межтурбного пространства;tк, лет
10;конструктивный элемент | днище распределительной камеры №1 трубного пространства;sи, мм
3,3;конструктивный элемент | днище распределительной камеры №1 трубного пространства;sр, мм
4;конструктивный элемент | днище распределительной камеры №1 трубного пространства;sотб, мм
11,2;конструктивный элемент | днище распределительной камеры №1 трубного пространства;sф, мм
0,1;конструктивный элемент | днище распределительной камеры №1 трубного пространства;а, мм/год
72;конструктивный элемент | днище распределительной камеры №1 трубного пространства;m2
35;конструктивный элемент | днище распределительной камеры №1 трубного пространства;tк, лет
10;конструктивный элемент | днище распределительной камеры №2 трубного пространства;sи, мм
3,3;конструктивный элемент | днище распределительной камеры №2 трубного пространства;sр, мм
4;конструктивный элемент | днище распределительной камеры №2 трубного пространства;sотб, мм
11,2;конструктивный элемент | днище распределительной камеры №2 трубного пространства;sф, мм
0,1;конструктивный элемент | днище распределительной камеры №2 трубного пространства;а, мм/год
72;конструктивный элемент | днище распределительной камеры №2 трубного пространства;m2
35;конструктивный элемент | днище распределительной камеры №2 трубного пространства;tк, лет
10;конструктивный элемент | днище распределительной камеры №3 трубного пространства;sи, мм
3,3;конструктивный элемент | днище распределительной камеры №3 трубного пространства;sр, мм
4;конструктивный элемент | днище распределительной камеры №3 трубного пространства;sотб, мм
11,2;конструктивный элемент | днище распределительной камеры №3 трубного пространства;sф, мм
0,1;конструктивный элемент | днище распределительной камеры №3 трубного пространства;а, мм/год
72;конструктивный элемент | днище распределительной камеры №3 трубного пространства;m2
35;конструктивный элемент | днище распределительной камеры №3 трубного пространства;tк, лет
14;конструктивный элемент | обечайка корпуса межтурбного пространства;t1, лет
14;конструктивный элемент | обечайка штуцера №1 ввода трубного пучка межтрубного пространства;t1, лет
14;конструктивный элемент | обечайка штуцера №2 ввода трубного пучка межтрубного пространства;t1, лет
14;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;t1, лет
14;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;t1, лет
14;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;t1, лет
14;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;t1, лет
14;конструктивный элемент | обечайка корпуса межтурбного пространства;t1, лет
14;конструктивный элемент | обечайка штуцера №1 ввода трубного пучка межтрубного пространства;t1, лет
14;конструктивный элемент | обечайка штуцера №2 ввода трубного пучка межтрубного пространства;t1, лет
14;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;t1, лет
14;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;t1, лет
14;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;t1, лет
14;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;t1, лет
20;конструктивный элемент | обечайка корпуса межтурбного пространства;tнр, лет
20;конструктивный элемент | обечайка штуцера №1 ввода трубного пучка межтрубного пространства;tнр, лет
20;конструктивный элемент | обечайка штуцера №2 ввода трубного пучка межтрубного пространства;tнр, лет
20;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;tнр, лет
20;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;tнр, лет
20;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;tнр, лет
20;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;tнр, лет
20;конструктивный элемент | обечайка корпуса межтурбного пространства;tнр, лет
20;конструктивный элемент | обечайка штуцера №1 ввода трубного пучка межтрубного пространства;tнр, лет
20;конструктивный элемент | обечайка штуцера №2 ввода трубного пучка межтрубного пространства;tнр, лет
20;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;tнр, лет
20;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;tнр, лет
20;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;tнр, лет
20;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;tнр, лет
0;конструктивный элемент | обечайка корпуса межтурбного пространства;m1
0;конструктивный элемент | обечайка штуцера №1 ввода трубного пучка межтрубного пространства;m1
0;конструктивный элемент | обечайка штуцера №2 ввода трубного пучка межтрубного пространства;m1
0;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;m1
0;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;m1
0;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;m1
0;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;m1
0;конструктивный элемент | обечайка корпуса межтурбного пространства;m1
0;конструктивный элемент | обечайка штуцера №1 ввода трубного пучка межтрубного пространства;m1
0;конструктивный элемент | обечайка штуцера №2 ввода трубного пучка межтрубного пространства;m1
0;конструктивный элемент | обечайка штуцера №3 ввода трубного пучка межтрубного пространства;m1
0;конструктивный элемент | обечайка распределительной камеры №1 трубного пространства;m1
0;конструктивный элемент | обечайка распределительной камеры №2 трубного пространства;m1
0;конструктивный элемент | обечайка распределительной камеры №3 трубного пространства;m1
14;конструктивный элемент | днище корпуса межтурбного пространства;t1, лет
14;конструктивный элемент | днище распределительной камеры №1 трубного пространства;t1, лет
14;конструктивный элемент | днище распределительной камеры №2 трубного пространства;t1, лет
14;конструктивный элемент | днище распределительной камеры №3 трубного пространства;t1, лет
14;конструктивный элемент | днище корпуса межтурбного пространства;t1, лет
14;конструктивный элемент | днище распределительной камеры №1 трубного пространства;t1, лет
14;конструктивный элемент | днище распределительной камеры №2 трубного пространства;t1, лет
14;конструктивный элемент | днище распределительной камеры №3 трубного пространства;t1, лет
20;конструктивный элемент | днище корпуса межтурбного пространства;tнр, лет
20;конструктивный элемент | днище распределительной камеры №1 трубного пространства;tнр, лет
20;конструктивный элемент | днище распределительной камеры №2 трубного пространства;tнр, лет
20;конструктивный элемент | днище распределительной камеры №3 трубного пространства;tнр, лет
20;конструктивный элемент | днище корпуса межтурбного пространства;tнр, лет
20;конструктивный элемент | днище распределительной камеры №1 трубного пространства;tнр, лет
20;конструктивный элемент | днище распределительной камеры №2 трубного пространства;tнр, лет
20;конструктивный элемент | днище распределительной камеры №3 трубного пространства;tнр, лет
0;конструктивный элемент | днище корпуса межтурбного пространства;m1
0;конструктивный элемент | днище распределительной камеры №1 трубного пространства;m1
0;конструктивный элемент | днище распределительной камеры №2 трубного пространства;m1
0;конструктивный элемент | днище распределительной камеры №3 трубного пространства;m1
0;конструктивный элемент | днище корпуса межтурбного пространства;m1
0;конструктивный элемент | днище распределительной камеры №1 трубного пространства;m1
0;конструктивный элемент | днище распределительной камеры №2 трубного пространства;m1
0;конструктивный элемент | днище распределительной камеры №3 трубного пространства;m1
