DATA;Row Heading;Column Heading
32,5;давление, мпа | рабочее;проектные
32;давление, мпа | рабочее;фактические
32,5;давление, мпа | расчетное;проектные
32;давление, мпа | расчетное;фактические
32,5;давление, мпа | разрешенное;проектные
32;давление, мпа | разрешенное;фактические
42,5;давление, мпа | пробное гидроиспытания;проектные
40;давление, мпа | пробное гидроиспытания;фактические
-;давление, мпа | настройка предохранительного клапана;проектные
-;давление, мпа | настройка предохранительного клапана;фактические
