DATA;Row Heading;Column Heading
10;объем рез. м.куб. | 100-700;номера поясов | i
20;объем рез. м.куб. | 100-700;номера поясов | ii
30;объем рез. м.куб. | 100-700;номера поясов | iii
40;объем рез. м.куб. | 100-700;номера поясов | iv
45;объем рез. м.куб. | 100-700;номера поясов | v
50;объем рез. м.куб. | 100-700;номера поясов | vi
*;объем рез. м.куб. | 100-700;номера поясов | vii
*;объем рез. м.куб. | 100-700;номера поясов | viii
15;объем рез. м.куб. | 1000-5000;номера поясов | i
25;объем рез. м.куб. | 1000-5000;номера поясов | ii
35;объем рез. м.куб. | 1000-5000;номера поясов | iii
45;объем рез. м.куб. | 1000-5000;номера поясов | iv
55;объем рез. м.куб. | 1000-5000;номера поясов | v
60;объем рез. м.куб. | 1000-5000;номера поясов | vi
65;объем рез. м.куб. | 1000-5000;номера поясов | vii
70;объем рез. м.куб. | 1000-5000;номера поясов | viii
20;объем рез. м.куб. | 10000-20000;номера поясов | i
30;объем рез. м.куб. | 10000-20000;номера поясов | ii
40;объем рез. м.куб. | 10000-20000;номера поясов | iii
50;объем рез. м.куб. | 10000-20000;номера поясов | iv
60;объем рез. м.куб. | 10000-20000;номера поясов | v
70;объем рез. м.куб. | 10000-20000;номера поясов | vi
75;объем рез. м.куб. | 10000-20000;номера поясов | vii
80;объем рез. м.куб. | 10000-20000;номера поясов | viii
30;объем рез. м.куб. | 30000-50000;номера поясов | i
40;объем рез. м.куб. | 30000-50000;номера поясов | ii
50;объем рез. м.куб. | 30000-50000;номера поясов | iii
60;объем рез. м.куб. | 30000-50000;номера поясов | iv
70;объем рез. м.куб. | 30000-50000;номера поясов | v
75;объем рез. м.куб. | 30000-50000;номера поясов | vi
80;объем рез. м.куб. | 30000-50000;номера поясов | vii
85;объем рез. м.куб. | 30000-50000;номера поясов | viii
