DATA;Row Heading;Column Heading
1;наименование элемента | корпус;кол-во, шт.
1000;наименование элемента | корпус;размеры | диаметр внутренний
130;наименование элемента | корпус;размеры | толщина стенки
6000;наименование элемента | корпус;размеры | длина (высота)
2;наименование элемента | крышка;кол-во, шт.
дн = 920;наименование элемента | крышка;размеры | диаметр внутренний
280;наименование элемента | крышка;размеры | толщина стенки
-;наименование элемента | крышка;размеры | длина (высота)
16;наименование элемента | шпилька;кол-во, шт.
w94x1/4'';наименование элемента | шпилька;размеры | диаметр внутренний
-;наименование элемента | шпилька;размеры | толщина стенки
640;наименование элемента | шпилька;размеры | длина (высота)
немецкая таль crnimo;наименование элемента | шпилька;материал | марка
16;наименование элемента | гайка;кол-во, шт.
w94x1/4'';наименование элемента | гайка;размеры | диаметр внутренний
-;наименование элемента | гайка;размеры | толщина стенки
100;наименование элемента | гайка;размеры | длина (высота)
немецкая сталь s3 - аналог сталь 40;наименование элемента | гайка;материал | марка
немецкая сталь - аналог сталь 25;наименование элемента | корпус;материал | марка
немецкая сталь - аналог сталь 25;наименование элемента | крышка;материал | марка
-;наименование элемента | корпус;материал | гост или ту
-;наименование элемента | крышка;материал | гост или ту
-;наименование элемента | шпилька;материал | гост или ту
-;наименование элемента | гайка;материал | гост или ту
