DATA;Row Heading;Column Heading
11,2;конструктивный элемент | днище распределительной камеры №3 трубного пространства;толщина стенки, мм | фактическая минимальная (с учетом погрешности измерения), sф, мм
3,3;конструктивный элемент | днище распределительной камеры №3 трубного пространства;толщина стенки, мм | расчетная, sр, мм
4;конструктивный элемент | днище распределительной камеры №3 трубного пространства;толщина стенки, мм | допускаемая, sотб, мм
-;конструктивный элемент | штуцера | dy200;толщина стенки, мм | исполнительная, sи, мм
05.сен;конструктивный элемент | штуцера | dy200;толщина стенки, мм | фактическая минимальная (с учетом погрешности измерения), sф, мм
1,06;конструктивный элемент | штуцера | dy200;толщина стенки, мм | расчетная, sр, мм
3;конструктивный элемент | штуцера | dy200;толщина стенки, мм | допускаемая, sотб, мм
-;конструктивный элемент | штуцера | dy150;толщина стенки, мм | исполнительная, sи, мм
6,7;конструктивный элемент | штуцера | dy150;толщина стенки, мм | фактическая минимальная (с учетом погрешности измерения), sф, мм
0,8;конструктивный элемент | штуцера | dy150;толщина стенки, мм | расчетная, sр, мм
3;конструктивный элемент | штуцера | dy150;толщина стенки, мм | допускаемая, sотб, мм
-;конструктивный элемент | штуцера | dy150;толщина стенки, мм | исполнительная, sи, мм
6;конструктивный элемент | штуцера | dy150;толщина стенки, мм | фактическая минимальная (с учетом погрешности измерения), sф, мм
0,82;конструктивный элемент | штуцера | dy150;толщина стенки, мм | расчетная, sр, мм
3;конструктивный элемент | штуцера | dy150;толщина стенки, мм | допускаемая, sотб, мм
