DATA;Row Heading;Column Heading
атмосферное;наименование | давление, мпа | рабочее;проектные
атмосферное;наименование | давление, мпа | рабочее;фактические
гидростатическое;наименование | давление, мпа | расчетное;проектные
гидростатическое;наименование | давление, мпа | расчетное;фактические
атмосферное;наименование | давление, мпа | разрешенное;проектные
атмосферное;наименование | давление, мпа | разрешенное;фактические
наливом воды;наименование | давление, мпа | пробное гидроиспытания;проектные
наливом воды;наименование | давление, мпа | пробное гидроиспытания;фактические
80;наименование | температура, с | рабочей среды;проектные
80;наименование | температура, с | рабочей среды;фактические
80;наименование | температура, с | расчетная стенки;проектные
80;наименование | температура, с | расчетная стенки;фактические
нет данных;наименование | температура, с | минимально-допустимая стенки;проектные
нет данных;наименование | температура, с | минимально-допустимая стенки;фактические
