DATA;Row Heading;Column Heading
;наименование элемента | стенка резервуара;кол., шт.
10420;наименование элемента | стенка резервуара;размеры | диаметр внутренний или наружний
;наименование элемента | стенка резервуара;размеры | толщина стенки
8860;наименование элемента | стенка резервуара;размеры | длина (высота)
;наименование элемента | стенка резервуара;материал | марка
;наименование элемента | стенка резервуара;материал | гост или ту
1;наименование элемента | 0 пояс;кол., шт.
;наименование элемента | 0 пояс;размеры | диаметр внутренний или наружний
4;наименование элемента | 0 пояс;размеры | толщина стенки
400;наименование элемента | 0 пояс;размеры | длина (высота)
1;наименование элемента | 1 пояс;кол., шт.
;наименование элемента | 1 пояс;размеры | диаметр внутренний или наружний
4;наименование элемента | 1 пояс;размеры | толщина стенки
1035;наименование элемента | 1 пояс;размеры | длина (высота)
1;наименование элемента | 2 пояс;кол., шт.
;наименование элемента | 2 пояс;размеры | диаметр внутренний или наружний
4;наименование элемента | 2 пояс;размеры | толщина стенки
1475;наименование элемента | 2 пояс;размеры | длина (высота)
1;наименование элемента | 3 пояс;кол., шт.
;наименование элемента | 3 пояс;размеры | диаметр внутренний или наружний
4;наименование элемента | 3 пояс;размеры | толщина стенки
1500;наименование элемента | 3 пояс;размеры | длина (высота)
1;наименование элемента | 4 пояс;кол., шт.
;наименование элемента | 4 пояс;размеры | диаметр внутренний или наружний
4;наименование элемента | 4 пояс;размеры | толщина стенки
1475;наименование элемента | 4 пояс;размеры | длина (высота)
1;наименование элемента | 5 пояс;кол., шт.
;наименование элемента | 5 пояс;размеры | диаметр внутренний или наружний
4;наименование элемента | 5 пояс;размеры | толщина стенки
1500;наименование элемента | 5 пояс;размеры | длина (высота)
2;наименование элемента | 6 пояс;кол., шт.
;наименование элемента | 6 пояс;размеры | диаметр внутренний или наружний
4;наименование элемента | 6 пояс;размеры | толщина стенки
1475;наименование элемента | 6 пояс;размеры | длина (высота)
1;наименование элемента | настил крыши;кол., шт.
10420;наименование элемента | настил крыши;размеры | диаметр внутренний или наружний
3;наименование элемента | настил крыши;размеры | толщина стенки
;наименование элемента | настил крыши;размеры | длина (высота)
1;наименование элемента | днище;кол., шт.
10420;наименование элемента | днище;размеры | диаметр внутренний или наружний
5;наименование элемента | днище;размеры | толщина стенки
;наименование элемента | днище;размеры | длина (высота)
cm3cn;наименование элемента | 0 пояс;материал | марка
cm3cn;наименование элемента | 1 пояс;материал | марка
cm3cn;наименование элемента | 2 пояс;материал | марка
cm3cn;наименование элемента | 3 пояс;материал | марка
cm3cn;наименование элемента | 4 пояс;материал | марка
cm3cn;наименование элемента | 5 пояс;материал | марка
cm3cn;наименование элемента | 6 пояс;материал | марка
cm3cn;наименование элемента | настил крыши;материал | марка
cm3cn;наименование элемента | днище;материал | марка
гост380;наименование элемента | 0 пояс;материал | гост или ту
гост380;наименование элемента | 1 пояс;материал | гост или ту
гост380;наименование элемента | 2 пояс;материал | гост или ту
гост380;наименование элемента | 3 пояс;материал | гост или ту
гост380;наименование элемента | 4 пояс;материал | гост или ту
гост380;наименование элемента | 5 пояс;материал | гост или ту
гост380;наименование элемента | 6 пояс;материал | гост или ту
гост380;наименование элемента | настил крыши;материал | гост или ту
гост380;наименование элемента | днище;материал | гост или ту
