DATA;Row Heading;Column Heading
0,25;название элемента | корпус;химический состав, % | с
0,31;название элемента | корпус;химический состав, % | si
0,6;название элемента | корпус;химический состав, % | mn
0,036;название элемента | корпус;химический состав, % | p
0,031;название элемента | корпус;химический состав, % | s
-;название элемента | корпус;химический состав, % | cr
-;название элемента | корпус;химический состав, % | ni
-;название элемента | корпус;химический состав, % | mo
-;название элемента | корпус;химический состав, % | v
-;название элемента | корпус;химический состав, % | w
360;название элемента | корпус;механические свойства | gt_20, мпа
540;название элемента | корпус;механические свойства | gb_20, мпа
-;название элемента | корпус;механические свойства | ан
-;название элемента | корпус;механические свойства | b, %
137-154;название элемента | корпус;примечание
0,26;название элемента | крышка верхняя;химический состав, % | с
0,2;название элемента | крышка верхняя;химический состав, % | si
0,51;название элемента | крышка верхняя;химический состав, % | mn
0,033;название элемента | крышка верхняя;химический состав, % | p
0,019;название элемента | крышка верхняя;химический состав, % | s
-;название элемента | крышка верхняя;химический состав, % | cr
-;название элемента | крышка верхняя;химический состав, % | ni
-;название элемента | крышка верхняя;химический состав, % | mo
-;название элемента | крышка верхняя;химический состав, % | v
-;название элемента | крышка верхняя;химический состав, % | w
230;название элемента | крышка верхняя;механические свойства | gt_20, мпа
420;название элемента | крышка верхняя;механические свойства | gb_20, мпа
-;название элемента | крышка верхняя;механические свойства | ан
-;название элемента | крышка верхняя;механические свойства | b, %
151;название элемента | крышка верхняя;примечание
0,26;название элемента | крышка нижняя;химический состав, % | с
0,18;название элемента | крышка нижняя;химический состав, % | si
0,51;название элемента | крышка нижняя;химический состав, % | mn
0,022;название элемента | крышка нижняя;химический состав, % | p
0,024;название элемента | крышка нижняя;химический состав, % | s
-;название элемента | крышка нижняя;химический состав, % | cr
-;название элемента | крышка нижняя;химический состав, % | ni
-;название элемента | крышка нижняя;химический состав, % | mo
-;название элемента | крышка нижняя;химический состав, % | v
-;название элемента | крышка нижняя;химический состав, % | w
230;название элемента | крышка нижняя;механические свойства | gt_20, мпа
420;название элемента | крышка нижняя;механические свойства | gb_20, мпа
-;название элемента | крышка нижняя;механические свойства | ан
-;название элемента | крышка нижняя;механические свойства | b, %
151;название элемента | крышка нижняя;примечание
