DATA;Row Heading;Column Heading
1;конструктивный элемент | обечайка цилиндрическая;кол.шт.
1600;конструктивный элемент | обечайка цилиндрическая;диаметр внутренний, мм
5300;конструктивный элемент | обечайка цилиндрическая;длина, ширина (высота), мм
24;конструктивный элемент | обечайка цилиндрическая;толщина стенки, мм
1;конструктивный элемент | обечайка распределительной камеры;кол.шт.
900;конструктивный элемент | обечайка распределительной камеры;диаметр внутренний, мм
362;конструктивный элемент | обечайка распределительной камеры;длина, ширина (высота), мм
20;конструктивный элемент | обечайка распределительной камеры;толщина стенки, мм
1;конструктивный элемент | обечайка кососимметричная;кол.шт.
1600/900;конструктивный элемент | обечайка кососимметричная;диаметр внутренний, мм
1212;конструктивный элемент | обечайка кососимметричная;длина, ширина (высота), мм
32;конструктивный элемент | обечайка кососимметричная;толщина стенки, мм
1;конструктивный элемент | обечайка горловины;кол.шт.
900;конструктивный элемент | обечайка горловины;диаметр внутренний, мм
200;конструктивный элемент | обечайка горловины;длина, ширина (высота), мм
32;конструктивный элемент | обечайка горловины;толщина стенки, мм
1;конструктивный элемент | днище эллиптическое;кол.шт.
1600;конструктивный элемент | днище эллиптическое;диаметр внутренний, мм
450;конструктивный элемент | днище эллиптическое;длина, ширина (высота), мм
24;конструктивный элемент | днище эллиптическое;толщина стенки, мм
1;конструктивный элемент | днище эллиптическое;кол.шт.
900;конструктивный элемент | днище эллиптическое;диаметр внутренний, мм
250;конструктивный элемент | днище эллиптическое;длина, ширина (высота), мм
10;конструктивный элемент | днище эллиптическое;толщина стенки, мм
