DATA;Row Heading;Column Heading
обечайка корпуса диам.408;№ сечений | 5-7;наименование элемента
9;№ сечений | 5-7;sи, мм
8,1;№ сечений | 5-7;sф, мм
3,5;№ сечений | 5-7;sотб, мм
обечафка корпуса диам.548;"№ сечений | 8;4";наименование элемента
8;"№ сечений | 8;4";sи, мм
7,3;"№ сечений | 8;4";sф, мм
4,0;"№ сечений | 8;4";sотб, мм
обечайка распределительной камеры;"№ сечений | 3;9";наименование элемента
9;"№ сечений | 3;9";sи, мм
9,7;"№ сечений | 3;9";sф, мм
3,5;"№ сечений | 3;9";sотб, мм
плоская крышка;"№ сечений | 1;2";наименование элемента
26,8;"№ сечений | 1;2";sи, мм
25,8;"№ сечений | 1;2";sф, мм
11,4;"№ сечений | 1;2";sотб, мм
плоское днище;№ сечений | 10;наименование элемента
15,7;№ сечений | 10;sи, мм
15,2;№ сечений | 10;sф, мм
11,2;№ сечений | 10;sотб, мм
