DATA;Row Heading;Column Heading
сепаратор наклонный;№, п.п. | 1;наименование
е-2;№, п.п. | 1;поз.
6431;№, п.п. | 1;рег.№
сепаратор наклонный;№, п.п. | 2;наименование
е-6в;№, п.п. | 2;поз.
6432;№, п.п. | 2;рег.№
сепаратор в/д;№, п.п. | 3;наименование
е-6н;№, п.п. | 3;поз.
6433;№, п.п. | 3;рег.№
сепаратор наклонный;№, п.п. | 4;наименование
е-3-1;№, п.п. | 4;поз.
6434;№, п.п. | 4;рег.№
сепаратор наклонный;№, п.п. | 5;наименование
е-3-2;№, п.п. | 5;поз.
6435;№, п.п. | 5;рег.№
вертикальный сепаратор;№, п.п. | 6;наименование
с-1;№, п.п. | 6;поз.
6436;№, п.п. | 6;рег.№
колонна;№, п.п. | 7;наименование
кпк;№, п.п. | 7;поз.
6437;№, п.п. | 7;рег.№
колонна;№, п.п. | 8;наименование
кса;№, п.п. | 8;поз.
6438;№, п.п. | 8;рег.№
