DATA;Row Heading;Column Heading
24;наименование элементов | межтрубное пространство | днище корпуса;толщина, мм | sи
23,8;наименование элементов | межтрубное пространство | днище корпуса;толщина, мм | sф
18;наименование элементов | межтрубное пространство | днище корпуса;толщина, мм | sо
32;наименование элементов | межтрубное пространство | обечайка корпуса;толщина, мм | sи
24;наименование элементов | межтрубное пространство | обечайка корпуса;толщина, мм | sф
18;наименование элементов | межтрубное пространство | обечайка корпуса;толщина, мм | sо
32;наименование элементов | межтрубное пространство | обечайка коническая (кососимметричная);толщина, мм | sи
32,7;наименование элементов | межтрубное пространство | обечайка коническая (кососимметричная);толщина, мм | sф
20;наименование элементов | межтрубное пространство | обечайка коническая (кососимметричная);толщина, мм | sо
32;наименование элементов | межтрубное пространство | обечайка горловины;толщина, мм | sи
28;наименование элементов | межтрубное пространство | обечайка горловины;толщина, мм | sф
15;наименование элементов | межтрубное пространство | обечайка горловины;толщина, мм | sо
18;наименование элементов | трубное пространство | обечайка распредкамеры;толщина, мм | sи
18;наименование элементов | трубное пространство | обечайка распредкамеры;толщина, мм | sф
6;наименование элементов | трубное пространство | обечайка распредкамеры;толщина, мм | sо
11;наименование элементов | трубное пространство | днище распредкамеры;толщина, мм | sи
12;наименование элементов | трубное пространство | днище распредкамеры;толщина, мм | sф
6;наименование элементов | трубное пространство | днище распредкамеры;толщина, мм | sо
