DATA;Row Heading;Column Heading
430;номер точки на контуре | 1;абсолютная отметка, м
1-2;номер точки на контуре | 1;разность отметок смежных точек наружного контура днища, м
0,013;номер точки на контуре | 1;разность отметок смежных точек наружного контура днища, м
429,987;номер точки на контуре | 2;абсолютная отметка, м
2-3;номер точки на контуре | 2;разность отметок смежных точек наружного контура днища, м
0,044;номер точки на контуре | 2;разность отметок смежных точек наружного контура днища, м
429,943;номер точки на контуре | 3;абсолютная отметка, м
3-4;номер точки на контуре | 3;разность отметок смежных точек наружного контура днища, м
0,008;номер точки на контуре | 3;разность отметок смежных точек наружного контура днища, м
429,935;номер точки на контуре | 4;абсолютная отметка, м
4-5;номер точки на контуре | 4;разность отметок смежных точек наружного контура днища, м
-0,012;номер точки на контуре | 4;разность отметок смежных точек наружного контура днища, м
429,947;номер точки на контуре | 5;абсолютная отметка, м
5-6;номер точки на контуре | 5;разность отметок смежных точек наружного контура днища, м
-0,012;номер точки на контуре | 5;разность отметок смежных точек наружного контура днища, м
429,959;номер точки на контуре | 6;абсолютная отметка, м
6-1;номер точки на контуре | 6;разность отметок смежных точек наружного контура днища, м
-0,041;номер точки на контуре | 6;разность отметок смежных точек наружного контура днища, м
